px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.23124	-5.4934	-2.56927	-2.62304	-0.060318	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.80779
9.35982	-5.37995	-2.61046	-2.60176	-0.037257	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0
9.45497	-5.2765	-2.5594	-2.56191	0.0199614	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.35425
9.5724	-5.16423	-2.58829	-2.54022	0.0389081	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0
9.68407	-5.09258	-2.60342	-2.54577	0.0266482	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.312631
9.78727	-5.00262	-2.61202	-2.5338	0.0362251	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0
9.87668	-4.89869	-2.55598	-2.49257	0.0920126	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.29219
9.98251	-4.80254	-2.55876	-2.47988	0.0988344	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0
10.063	-4.69088	-2.50428	-2.43089	0.160147	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.81957
10.1665	-4.56538	-2.53751	-2.40252	0.177758	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0
10.257	-4.45731	-2.52641	-2.37542	0.199783	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.577087
10.358	-4.33572	-2.55349	-2.3517	0.211155	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0
10.444	-4.23404	-2.5516	-2.32821	0.229238	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.471693
10.5399	-4.09626	-2.6094	-2.29667	0.247031	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0
10.6516	-4.00482	-2.65041	-2.31156	0.207383	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.80892
10.7441	-3.86837	-2.69723	-2.28358	0.222905	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0
10.7748	-3.72549	-2.62979	-2.1921	0.335802	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	11.2524
10.8558	-3.57367	-2.6876	-2.15642	0.352421	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0
10.9611	-3.47679	-2.72235	-2.1827	0.28808	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	3.93486
11.0425	-3.3375	-2.76025	-2.15781	0.297178	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0
11.0755	-3.1941	-2.7258	-2.08527	0.378048	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.60254
11.146	-3.04318	-2.77071	-2.05519	0.387683	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0
11.1477	-2.86524	-2.73366	-1.94075	0.520536	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.5888
11.1916	-2.7075	-2.75007	-1.90209	0.529249	11.141	-2.65084	11.15	-2.65	0	2.73102	0
11.1996	-2.54149	-2.7451	-1.82233	0.601075	11.1042	-2.54354	11.15	-2.55	0	1.81785	4.01874
11.2203	-2.41154	-2.71084	-1.78771	0.602989	11.1497	-2.45904	11.15	-2.45	0	1.81785	0
11.3089	-2.31683	-2.69284	-1.8467	0.471565	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	14.9076
11.348	-2.15433	-2.74346	-1.81634	0.476418	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0
11.3599	-1.99651	-2.74373	-1.76233	0.515588	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.25342
11.3805	-1.85296	-2.73313	-1.73198	0.517526	11.3504	-1.8663	11.35	-1.85	0	1.81853	0
11.3948	-1.70162	-2.7339	-1.69347	0.532507	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.197967
11.4024	-1.54779	-2.73695	-1.65875	0.537205	11.3568	-1.53205	11.35	-1.55	0	2.72762	0
11.3434	-1.37951	-2.746	-1.54757	0.655673	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.9984
11.3217	-1.23276	-2.73436	-1.50359	0.662793	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0
11.2244	-1.05711	-2.79047	-1.36949	0.804836	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.896
11.1682	-0.913218	-2.77755	-1.31315	0.815788	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0
11.0964	-0.76992	-2.8131	-1.2372	0.865589	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	2.218
11.0309	-0.639286	-2.81078	-1.18452	0.873882	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0
10.9113	-0.489556	-2.90817	-1.07324	0.972171	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	9.08084
10.8245	-0.363862	-2.90971	-1.0165	0.97922	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0
10.7291	-0.232554	-2.9162	-0.954797	0.99036	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.167851
10.6184	-0.143038	-2.86103	-0.884759	1.00736	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0
10.471	-0.0257146	-2.9895	-0.780063	1.09024	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	9.18059
10.3435	0.0466811	-2.95502	-0.70745	1.10874	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0
10.2453	0.119489	-2.87319	-0.662879	1.08826	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.02792
10.1125	0.144431	-2.80211	-0.577728	1.1212	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0
9.97394	0.214543	-2.82279	-0.504561	1.13889	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.18508
9.82063	0.227729	-2.76647	-0.40889	1.17379	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0
9.6631	0.275006	-2.84735	-0.330785	1.20042	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.67305
9.51554	0.27712	-2.81776	-0.244795	1.22716	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0
9.39767	0.275328	-2.63359	-0.173893	1.221	9.22819	0.16178	9.35	0.15	-1.81963	0	7.32478
9.25207	0.258348	-2.60685	-0.0834385	1.24551	9.24456	0.139817	9.25	0.15	-1.81962	0	0
9.10427	0.271877	-2.68312	-0.0209023	1.24786	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.28398
8.96924	0.26594	-2.68212	0.0448384	1.25122	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0
8.82611	0.263373	-2.72901	0.102789	1.24707	8.84168	0.257617	8.8	0.25	-2.99995	0	0.496713
8.68616	0.245036	-2.73565	0.166129	1.24757	8.65606	0.24536	8.65	0.25	-2.99994	0	0
8.54098	0.226064	-2.77245	0.222741	1.2409	8.43549	0.247188	8.5	0.25	-2.99323	0	0.377528
8.39791	0.204678	-2.78554	0.276029	1.23109	8.34184	0.250769	8.35	0.25	-2.9932	0	0
8.25508	0.164823	-2.77724	0.339238	1.227	8.27073	0.243988	8.2	0.25	-2.73233	0	0.125254
8.10333	0.145004	-2.78495	0.380749	1.20052	8.03847	0.260731	8.05	0.25	-2.73234	0	0
7.96219	0.113958	-2.83579	0.416625	1.17359	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.14277
7.8205	0.0751014	-2.84651	0.458434	1.15608	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0
7.65847	0.0484117	-2.94541	0.471513	1.10343	7.46173	0.143776	7.6	0.15	-2.99599	0	4.29056
7.51926	0.017563	-2.93647	0.498063	1.07501	7.45455	0.149294	7.45	0.15	-2.99596	0	0
7.41216	-0.0726116	-2.82711	0.583066	1.11113	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.70883
7.28345	-0.110891	-2.79271	0.609993	1.07828	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0
7.13734	-0.155955	-2.84793	0.61876	1.01718	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.37957
7.00078	-0.223332	-2.83912	0.654981	0.997882	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0
6.94676	-0.362704	-2.68567	0.782448	1.09508	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.7302
6.84665	-0.440713	-2.65552	0.825738	1.0794	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0
6.68675	-0.459632	-2.76017	0.766175	0.929233	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	20.1052
6.58344	-0.553456	-2.76236	0.808347	0.924986	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0
6.52091	-0.705697	-2.70842	0.918543	1.00485	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	5.7302
6.43711	-0.8315	-2.71184	0.977516	1.00839	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0
6.39382	-0.98218	-2.70134	1.07822	1.07671	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.33394
6.33617	-1.11446	-2.71457	1.13858	1.0825	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0
6.26975	-1.25526	-2.72752	1.19467	1.07737	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.247412
6.22004	-1.40716	-2.74284	1.25862	1.0812	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0
6.25069	-1.63589	-2.82054	1.43875	1.25144	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.8082
6.25388	-1.78132	-2.79484	1.51428	1.25895	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0
6.25751	-1.91879	-2.78925	1.5824	1.26615	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.154779
6.27932	-2.05338	-2.77341	1.65361	1.27433	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0
6.29163	-2.18641	-2.72287	1.70719	1.2478	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.3019
6.3208	-2.33448	-2.72297	1.77807	1.2499	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0
6.37243	-2.49762	-2.77343	1.86464	1.27456	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.972358
6.42676	-2.64271	-2.7742	1.9379	1.27738	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0
6.44203	-2.7308	-2.56481	1.95823	1.19919	6.46538	-2.81029	6.45	-2.8	0	-2.72732	12.5734
6.48985	-2.87492	-2.58918	2.01584	1.18927	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0
6.54929	-3.02366	-2.64915	2.07756	1.1893	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.13554
6.6037	-3.18602	-2.70196	2.12128	1.16437	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0
6.66521	-3.3168	-2.66777	2.16589	1.13766	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.80933
6.72543	-3.48356	-2.72716	2.19757	1.10348	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0
6.7873	-3.60451	-2.65619	2.2336	1.07016	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.02758
6.84576	-3.77016	-2.70923	2.25205	1.02732	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0
6.90119	-3.87863	-2.59619	2.27952	0.989359	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	4.82483
6.95559	-4.046	-2.64752	2.2844	0.938303	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0
6.99793	-4.13312	-2.49381	2.30233	0.899022	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	7.44325
7.04865	-4.27643	-2.53144	2.30441	0.855453	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0
7.14251	-4.40696	-2.65356	2.33783	0.851831	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	3.89592
7.20799	-4.55899	-2.69719	2.33701	0.807535	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0
7.26923	-4.65029	-2.59563	2.35722	0.7825	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	3.58679
7.33415	-4.78753	-2.62336	2.35762	0.743749	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0
7.41331	-4.89441	-2.56862	2.38004	0.723003	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.81673
7.47127	-5.05376	-2.59467	2.36321	0.667271	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0
7.58137	-5.18613	-2.76543	2.3873	0.66434	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	8.00156
7.64456	-5.34483	-2.79596	2.3665	0.611082	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0
7.70757	-5.43725	-2.6708	2.37636	0.586319	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.09261
7.7639	-5.58118	-2.68496	2.35751	0.539309	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0
7.86794	-5.70658	-2.7493	2.37598	0.530491	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.86475
7.9385	-5.87129	-2.77162	2.3534	0.480042	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0
8.00122	-5.96504	-2.59749	2.35961	0.455309	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.98347
8.06161	-6.11774	-2.60961	2.33644	0.4088	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0
8.15944	-6.23297	-2.62996	2.3513	0.401818	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.34041
8.23403	-6.36908	-2.63688	2.3419	0.371591	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0
8.3489	-6.49394	-2.72259	2.35899	0.370235	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.67089
8.42144	-6.63988	-2.73084	2.34125	0.333803	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0
8.5097	-6.7512	-2.68139	2.34764	0.320973	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.17781
8.56703	-6.90895	-2.68926	2.31535	0.273196	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0
8.65398	-7.02736	-2.67249	2.31764	0.260426	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.655818
8.69801	-7.20149	-2.68628	2.27065	0.201868	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0
8.78344	-7.31708	-2.71173	2.27403	0.196107	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.429033
8.83907	-7.45809	-2.72084	2.24892	0.162723	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0
8.91953	-7.5784	-2.7022	2.24817	0.152805	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.417562
8.96803	-7.74105	-2.71189	2.21092	0.10913	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0
9.04145	-7.86334	-2.6823	2.20599	0.0974605	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.510276
9.07852	-8.0355	-2.69703	2.15988	0.0483214	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0
9.14981	-8.16086	-2.67839	2.15459	0.0398062	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.240761
9.20907	-8.30349	-2.68342	2.13609	0.0201135	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0
9.29146	-8.42839	-2.75578	2.14189	0.0284503	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.63078
9.32909	-8.57705	-2.76528	2.10898	-0.00423827	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0
9.39553	-8.69948	-2.77622	2.10568	-0.00642883	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.279278
9.43505	-8.85493	-2.7956	2.07292	-0.0372907	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0
9.4738	-8.97893	-2.66839	2.04632	-0.0690468	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.15348
9.51414	-9.12709	-2.6721	2.02051	-0.0900186	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0
9.57138	-9.26034	-2.66905	2.01164	-0.0938076	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.139388
9.60799	-9.41267	-2.67727	1.98431	-0.114771	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0
9.671	-9.55508	-2.70014	1.97903	-0.112612	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.225545
9.71161	-9.70985	-2.71346	1.95575	-0.128658	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0
9.78204	-9.8539	-2.78943	1.9602	-0.113388	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.70666
9.81017	-10.0028	-2.8019	1.93334	-0.133296	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0
9.82835	-10.1318	-2.68444	1.89853	-0.169302	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.17862
9.83872	-10.3002	-2.70457	1.85822	-0.19839	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0
9.88295	-10.4465	-2.72993	1.85098	-0.192239	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.330332
9.90514	-10.6068	-2.74389	1.82449	-0.207095	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0
9.91383	-10.7425	-2.6588	1.78856	-0.239439	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.47365
9.91673	-10.9039	-2.67458	1.7534	-0.259897	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0
9.93029	-11.0462	-2.64959	1.72874	-0.272793	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.293185
9.91989	-11.2102	-2.66866	1.6889	-0.295782	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0
9.93891	-11.3499	-2.69235	1.67794	-0.289647	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.218462
9.92745	-11.5065	-2.71927	1.64304	-0.308378	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0
9.90676	-11.6457	-2.64088	1.59448	-0.351006	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.12037
9.86517	-11.8156	-2.67148	1.54305	-0.380534	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0
9.82875	-11.952	-2.60582	1.4899	-0.423376	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.36345
9.7726	-12.116	-2.63655	1.43621	-0.451091	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0
9.70002	-12.2392	-2.53708	1.35515	-0.526273	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.19867
9.63928	-12.3745	-2.54053	1.30754	-0.543382	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0
9.52497	-12.4755	-2.41358	1.18998	-0.660509	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	13.3971
9.44703	-12.5928	-2.41413	1.13659	-0.676067	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0
9.32322	-12.6932	-2.34295	1.01484	-0.790306	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	11.6467
9.20634	-12.8025	-2.36643	0.941422	-0.816755	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0
9.10073	-12.8952	-2.35382	0.864268	-0.858457	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.33491
8.97809	-12.9901	-2.37564	0.794082	-0.87835	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0
8.85748	-13.0686	-2.37328	0.71417	-0.91794	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.40832
8.70864	-13.1601	-2.4255	0.637651	-0.938969	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0
8.49803	-13.1985	-2.47271	0.448683	-1.12257	8.43462	-13.263	8.4	-13.15	-2.72644	0	22.4333
8.35209	-13.2391	-2.47799	0.37014	-1.13728	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0
8.17382	-13.2555	-2.55355	0.236015	-1.23998	8.10139	-13.1447	8.1	-13.15	-3.00083	0	7.20403
8.0322	-13.2634	-2.55516	0.158343	-1.25375	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0
7.91513	-13.2894	-2.50927	0.116887	-1.21532	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.32221
7.74992	-13.2992	-2.54579	0.0400203	-1.22147	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0
7.56451	-13.2745	-2.65161	-0.0817352	-1.29662	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	5.56179
7.41066	-13.2388	-2.65345	-0.166634	-1.3085	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0
7.28894	-13.2233	-2.58506	-0.214109	-1.27274	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.79078
7.13182	-13.1862	-2.61437	-0.28704	-1.27313	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0
7.00305	-13.1515	-2.58054	-0.344181	-1.25452	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.585854
6.82669	-13.1145	-2.65146	-0.401195	-1.23848	6.672	-13.1364	6.65	-13.15	-3.63617	0	0
6.74243	-13.1035	-2.4358	-0.413798	-1.15509	6.53838	-13.1322	6.55	-13.15	-1.81656	0	14.3005
6.58256	-13.0743	-2.49317	-0.453046	-1.12942	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0
6.4603	-13.0176	-2.47344	-0.507036	-1.11707	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.627715
6.297	-12.9732	-2.53634	-0.541888	-1.08958	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0
6.14769	-12.8679	-2.67626	-0.624914	-1.12565	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.70854
5.98652	-12.7995	-2.73043	-0.660685	-1.09915	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0
5.8829	-12.7343	-2.63402	-0.699096	-1.06836	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.75145
5.71507	-12.6726	-2.69478	-0.716241	-1.02784	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0
5.59224	-12.5695	-2.74217	-0.771896	-1.03088	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.705084
5.41966	-12.4921	-2.80649	-0.78432	-0.987844	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0
5.31135	-12.394	-2.77775	-0.82845	-0.975446	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.469304
5.16511	-12.3029	-2.8135	-0.849349	-0.944095	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0
5.07462	-12.2097	-2.7824	-0.887696	-0.93369	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.45464
4.95633	-12.1145	-2.80646	-0.911711	-0.911883	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0
4.8874	-12.0302	-2.68713	-0.946035	-0.893447	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.59247
4.80085	-11.9246	-2.69355	-0.983268	-0.886308	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0
4.70099	-11.7761	-2.85097	-1.03261	-0.897714	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.70546
4.60905	-11.6539	-2.86961	-1.06531	-0.885495	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0
4.56798	-11.56	-2.70506	-1.10814	-0.878713	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.67576
4.52016	-11.4386	-2.69619	-1.15736	-0.88405	4.55238	-11.4548	4.55	-11.45	0	1.99746	0
4.42465	-11.2595	-2.91771	-1.19693	-0.87755	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.4084
4.39526	-11.0952	-2.91546	-1.26524	-0.896788	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0
4.41181	-10.9801	-2.65774	-1.3475	-0.931836	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.6427
4.40174	-10.8384	-2.6458	-1.40985	-0.943003	4.45899	-10.8664	4.45	-10.85	0	1.81808	0
4.39071	-10.6996	-2.62819	-1.46643	-0.948292	4.493	-10.7885	4.45	-10.7	0	2.72865	0.234659
4.39541	-10.5529	-2.62603	-1.52962	-0.95901	4.44058	-10.5544	4.45	-10.55	0	2.72864	0
4.39843	-10.4087	-2.61999	-1.58646	-0.963321	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0341047
4.41462	-10.2603	-2.62433	-1.64707	-0.970417	4.44086	-10.2469	4.45	-10.25	0	2.72391	0
4.43784	-10.1205	-2.61339	-1.70661	-0.977273	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.160842
4.48416	-9.97011	-2.62595	-1.77702	-0.992805	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0
4.52393	-9.82483	-2.6311	-1.83718	-0.998382	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.180121
4.58674	-9.67546	-2.65133	-1.90679	-1.01165	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0
4.64623	-9.53908	-2.65442	-1.96754	-1.01643	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.156058
4.73652	-9.39582	-2.68181	-2.04315	-1.03406	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0
4.7773	-9.25133	-2.72355	-2.06087	-0.981859	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.35429
4.87507	-9.10416	-2.76224	-2.12814	-0.992782	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0
4.98821	-8.98791	-2.75071	-2.21422	-1.03213	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.03574
5.09585	-8.86339	-2.76988	-2.27791	-1.03774	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0
5.16256	-8.7344	-2.77739	-2.29078	-0.978439	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.30804
5.28431	-8.60671	-2.8155	-2.35046	-0.982267	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0
5.36033	-8.48295	-2.81093	-2.36145	-0.924266	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.16154
5.47101	-8.37462	-2.81274	-2.41055	-0.922699	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0
5.5057	-8.25429	-2.77694	-2.36759	-0.796552	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.8773
5.61668	-8.13964	-2.81178	-2.40517	-0.793183	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0
5.72662	-8.02514	-2.82061	-2.4366	-0.777223	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.531999
5.84871	-7.91295	-2.83974	-2.47481	-0.772602	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0
5.9685	-7.81074	-2.8428	-2.50893	-0.761489	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.203948
6.10806	-7.70787	-2.87197	-2.54991	-0.759744	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0
6.19328	-7.60763	-2.83549	-2.54138	-0.6906	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.79206
6.31992	-7.51137	-2.86516	-2.57103	-0.685271	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0
6.42025	-7.40556	-2.82691	-2.56494	-0.620457	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	3.41371
