px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.2335	-2.44809	-2.7341	-1.80045	0.631961	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	31.4574
11.2482	-2.29106	-2.73654	-1.75441	0.641774	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0
11.3451	-2.19154	-2.70131	-1.82543	0.485192	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	18.8158
11.3768	-2.02544	-2.73167	-1.79105	0.491266	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0
11.3839	-1.86749	-2.73283	-1.73619	0.530078	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.1579
11.3947	-1.70768	-2.74413	-1.6984	0.537388	11.3326	-1.67041	11.35	-1.65	0	2.73033	0
11.3371	-1.54487	-2.75393	-1.58791	0.655268	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.6935
11.325	-1.39579	-2.76665	-1.5467	0.662278	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0
11.2772	-1.2297	-2.79005	-1.46185	0.732073	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.71887
11.2399	-1.0981	-2.75277	-1.41408	0.739643	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0
11.1211	-0.929781	-2.84208	-1.26867	0.896194	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	19.9582
11.0575	-0.779951	-2.86441	-1.21312	0.904703	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0
11.0066	-0.641725	-2.83595	-1.17634	0.883113	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.792033
10.9303	-0.512499	-2.81553	-1.11961	0.891218	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0
10.8303	-0.369593	-2.86495	-1.03791	0.94025	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.38507
10.7313	-0.263252	-2.8258	-0.97331	0.953701	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0
10.5631	-0.123186	-2.98585	-0.842498	1.07047	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	15.2391
10.4322	-0.0401624	-2.93914	-0.76498	1.08992	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0
10.3404	0.0522249	-2.86019	-0.724126	1.06209	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.76072
10.2077	0.103465	-2.79855	-0.642877	1.08687	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0
10.059	0.184253	-2.84139	-0.56286	1.11442	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.47441
9.91205	0.206954	-2.77999	-0.471775	1.14616	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0
9.75822	0.260524	-2.80504	-0.393722	1.16488	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1.01676
9.60118	0.246156	-2.74254	-0.289339	1.20716	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0
9.44396	0.274128	-2.76152	-0.21216	1.21952	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.660735
9.28588	0.264405	-2.74007	-0.120616	1.24458	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0
9.13378	0.270389	-2.73456	-0.0470636	1.24943	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.135939
8.97807	0.26914	-2.73968	0.0252441	1.25254	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0
8.87013	0.230171	-2.54919	0.110489	1.26724	8.90199	0.247143	8.85	0.25	-1.81847	0	6.75301
8.73649	0.223261	-2.54738	0.170169	1.25746	8.76016	0.263752	8.75	0.25	-1.81846	0	0
8.54382	0.240299	-2.78549	0.201032	1.21599	8.46355	0.258809	8.55	0.25	-3.6326	0	11.383
8.38906	0.216178	-2.79457	0.260282	1.20769	8.35367	0.252596	8.35	0.25	-3.6326	0	0
8.23453	0.178907	-2.80571	0.321817	1.20215	8.05161	0.241868	8.2	0.25	-2.72841	0	0.466656
8.08546	0.155528	-2.80729	0.366101	1.18011	8.05411	0.247878	8.05	0.25	-2.72842	0	0
7.93721	0.107707	-2.81301	0.422054	1.17077	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.461954
7.79062	0.0654978	-2.81382	0.467614	1.15176	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0
7.64597	0.0169168	-2.84951	0.505281	1.12267	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.15496
7.50335	-0.0365297	-2.84521	0.547557	1.10344	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0
7.33928	-0.0622796	-2.94952	0.541954	1.03034	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.90904
7.20856	-0.101311	-2.92811	0.565749	1.00343	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0
7.10803	-0.196084	-2.8323	0.645049	1.03858	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.46913
6.98233	-0.258934	-2.80767	0.679637	1.01691	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0
6.87312	-0.353156	-2.77597	0.738918	1.02463	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.568075
6.76415	-0.43293	-2.74881	0.780009	1.01026	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0
6.67164	-0.537277	-2.71884	0.840972	1.02004	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.45077
6.57134	-0.63254	-2.70187	0.885354	1.00907	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0
6.52379	-0.789853	-2.65225	1.00465	1.09643	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.10793
6.44935	-0.920523	-2.65954	1.06756	1.09879	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0
6.39759	-1.05644	-2.66928	1.14087	1.12211	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.383589
6.34451	-1.19534	-2.69316	1.20352	1.1275	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0
6.29915	-1.32	-2.69165	1.25476	1.11878	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.219926
6.2601	-1.44528	-2.68702	1.309	1.11742	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0
6.2586	-1.61637	-2.73529	1.4199	1.19532	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.57651
6.24104	-1.75255	-2.73643	1.47933	1.19483	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0
6.27066	-1.94193	-2.80978	1.60268	1.27684	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.47916
6.29273	-2.08731	-2.79011	1.67813	1.28291	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0
6.30716	-2.21188	-2.71387	1.72619	1.24677	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.5205
6.34131	-2.35419	-2.70539	1.79822	1.2506	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0
6.35676	-2.48126	-2.64352	1.84076	1.21246	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.88742
6.38744	-2.64125	-2.68042	1.8983	1.20108	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0
6.44344	-2.80023	-2.73504	1.96939	1.20939	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.693031
6.49072	-2.96129	-2.77343	2.02236	1.19361	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0
6.54589	-3.09728	-2.7467	2.07344	1.17333	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.766657
6.60314	-3.25134	-2.77885	2.12007	1.15379	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0
6.67023	-3.37706	-2.72718	2.16824	1.13094	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.54266
6.73234	-3.52961	-2.76157	2.2051	1.10406	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0
6.80473	-3.65614	-2.72944	2.24777	1.08137	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.2737
6.86536	-3.81493	-2.76933	2.26934	1.04201	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0
6.93175	-3.92836	-2.68679	2.30255	1.01159	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.99205
6.99055	-4.08824	-2.72407	2.31234	0.9647	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0
7.10127	-4.23318	-2.8261	2.35584	0.958458	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.49609
7.17154	-4.39406	-2.85675	2.36162	0.91095	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0
7.25252	-4.50626	-2.78718	2.39	0.886164	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.35045
7.30908	-4.67367	-2.81056	2.37797	0.825623	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0
7.37603	-4.76855	-2.70325	2.39804	0.799751	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.97144
7.42484	-4.91007	-2.71122	2.38651	0.748953	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0
7.53262	-5.0383	-2.85008	2.41235	0.742786	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.23613
7.59064	-5.18898	-2.86166	2.39626	0.690002	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0
7.65396	-5.27691	-2.6727	2.41307	0.663535	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.26567
7.71437	-5.42752	-2.67725	2.39733	0.612036	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0
7.8121	-5.54432	-2.72672	2.41666	0.599939	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.03823
7.88295	-5.69637	-2.73652	2.40117	0.552224	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0
7.94739	-5.78378	-2.55433	2.41255	0.529366	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	8.56241
8.00531	-5.92541	-2.55332	2.39321	0.482163	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0
8.1128	-6.04399	-2.63844	2.40977	0.474301	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.38748
8.1761	-6.19952	-2.64858	2.38262	0.422563	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0
8.29267	-6.32576	-2.73877	2.39737	0.415914	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	2.08942
8.36083	-6.48682	-2.75125	2.36777	0.364994	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0
8.42689	-6.58092	-2.59231	2.36992	0.344195	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.25781
8.47642	-6.72967	-2.58707	2.3371	0.294247	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0
8.55612	-6.83787	-2.56589	2.34012	0.281239	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.964448
8.59769	-7.00147	-2.57068	2.29508	0.22313	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0
8.70722	-7.13185	-2.68611	2.30536	0.224509	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.36492
8.76145	-7.30336	-2.70459	2.2632	0.172336	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0
8.82356	-7.4144	-2.58167	2.25244	0.148434	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.76263
8.87491	-7.56064	-2.58402	2.22294	0.112461	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0
8.97821	-7.69247	-2.69913	2.23334	0.120904	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.63291
9.0359	-7.84932	-2.71223	2.20281	0.0855638	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0
9.12388	-7.97734	-2.76817	2.20413	0.084606	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.05663
9.1635	-8.13355	-2.78101	2.16477	0.043109	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0
9.1997	-8.245	-2.60187	2.1377	0.00624948	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.67389
9.24099	-8.39402	-2.6057	2.10601	-0.024207	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0
9.31418	-8.52373	-2.62878	2.10332	-0.0243076	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.222265
9.3493	-8.68285	-2.64087	2.0658	-0.058478	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0
9.41592	-8.81751	-2.6587	2.05963	-0.0602914	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.215219
9.44596	-8.97847	-2.67057	2.02141	-0.0931451	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0
9.5137	-9.11049	-2.73157	2.0225	-0.0835822	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.07826
9.53516	-9.27254	-2.75525	1.9811	-0.118493	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0
9.5916	-9.4147	-2.76187	1.97194	-0.120499	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.104369
9.62099	-9.58192	-2.77963	1.93804	-0.14608	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0
9.67447	-9.71759	-2.81149	1.93424	-0.140011	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.383624
9.69465	-9.87572	-2.83089	1.90071	-0.164863	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0
9.72169	-10.0022	-2.78195	1.8793	-0.18165	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.804898
9.7581	-10.1392	-2.78549	1.86577	-0.185813	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0
9.76784	-10.2711	-2.67224	1.82666	-0.224679	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.45668
9.7924	-10.4236	-2.68164	1.80424	-0.234075	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0
9.84284	-10.58	-2.73982	1.80445	-0.216256	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.07281
9.86858	-10.734	-2.74735	1.7856	-0.222719	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0
9.87855	-10.8613	-2.69346	1.75772	-0.244891	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.13306
9.88798	-11.0084	-2.70989	1.73278	-0.256667	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0
9.90456	-11.1395	-2.71131	1.71899	-0.256549	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.381955
9.89962	-11.2954	-2.73642	1.68631	-0.274944	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0
9.91872	-11.4372	-2.76505	1.67847	-0.265354	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.427952
9.9062	-11.5949	-2.78926	1.64459	-0.284452	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0
9.8463	-11.713	-2.59857	1.5593	-0.379098	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	15.714
9.82056	-11.8608	-2.60422	1.52328	-0.393181	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0
9.79299	-11.9992	-2.56278	1.48015	-0.422249	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.34014
9.74591	-12.1485	-2.57713	1.43478	-0.442596	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0
9.71013	-12.284	-2.55646	1.39625	-0.460343	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.406913
9.64968	-12.4369	-2.58257	1.34765	-0.481372	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0
9.55029	-12.5438	-2.46281	1.24627	-0.581091	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.427
9.47086	-12.6753	-2.47772	1.19205	-0.60118	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0
9.33625	-12.7528	-2.36028	1.05636	-0.742347	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	18.3349
9.21924	-12.8633	-2.39705	0.9829	-0.774346	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0
9.0749	-12.9458	-2.35586	0.855792	-0.885445	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	9.63194
8.95739	-13.035	-2.36539	0.787126	-0.903042	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0
8.83549	-13.1133	-2.36445	0.704121	-0.945669	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.46312
8.69523	-13.1934	-2.39485	0.628579	-0.965493	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0
8.48164	-13.2142	-2.44122	0.428639	-1.16569	8.27267	-12.996	8.4	-13.15	-2.99683	0	27.5317
8.34946	-13.2463	-2.44258	0.354334	-1.17986	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0
8.22407	-13.2821	-2.42706	0.293352	-1.17133	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.06001
8.06817	-13.3098	-2.45273	0.213739	-1.18316	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0
7.91175	-13.3268	-2.49849	0.120807	-1.2213	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.37062
7.74623	-13.328	-2.52862	0.037884	-1.23324	7.62489	-13.249	7.65	-13.25	-2.7295	0	0
7.61353	-13.3254	-2.53901	-0.029547	-1.23988	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.129332
7.45937	-13.3103	-2.57425	-0.102393	-1.2468	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0
7.28888	-13.2693	-2.65454	-0.206074	-1.29439	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.68837
7.12951	-13.2248	-2.67761	-0.285543	-1.29997	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0
6.9931	-13.1789	-2.65183	-0.351781	-1.28902	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.914006
6.81255	-13.1393	-2.72513	-0.411305	-1.27334	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0
6.68125	-13.0826	-2.74871	-0.475236	-1.27548	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.279597
6.5155	-13.0299	-2.81758	-0.524036	-1.25694	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0
6.44233	-13.016	-2.52988	-0.531025	-1.1627	6.27012	-13.1139	6.25	-13.05	-1.81729	0	23.4306
6.2792	-12.9707	-2.58968	-0.566382	-1.13301	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0
6.14352	-12.879	-2.66284	-0.637042	-1.14788	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.31234
5.98764	-12.8072	-2.71285	-0.676609	-1.12373	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0
5.889	-12.7384	-2.65927	-0.71889	-1.10483	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.11901
5.7297	-12.6798	-2.72376	-0.733908	-1.06494	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0
5.6461	-12.6239	-2.58911	-0.762286	-1.02829	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.5576
5.50177	-12.563	-2.63538	-0.775355	-0.991238	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0
5.40207	-12.4694	-2.65357	-0.822021	-0.989582	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.214204
5.26844	-12.3912	-2.69171	-0.840329	-0.95936	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0
5.17322	-12.2969	-2.66131	-0.88268	-0.948423	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.964645
5.04556	-12.2006	-2.68735	-0.907406	-0.922258	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0
4.93799	-12.0597	-2.86063	-0.962953	-0.942071	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.52572
4.83103	-11.9496	-2.88115	-0.991656	-0.924197	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0
4.76473	-11.8462	-2.7883	-1.032	-0.913602	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.61052
4.6804	-11.7329	-2.79539	-1.06606	-0.90247	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0
4.59848	-11.5921	-2.89155	-1.10989	-0.904234	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.30199
4.54477	-11.4592	-2.88759	-1.16027	-0.909231	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0
4.47806	-11.31	-2.95702	-1.20407	-0.908162	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.15576
4.43802	-11.1648	-2.9575	-1.25741	-0.91575	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0
4.43849	-11.045	-2.75083	-1.33031	-0.939966	4.43672	-11.0976	4.45	-11.05	0	1.8168	10.1045
4.41185	-10.9052	-2.73833	-1.38304	-0.94145	4.43803	-10.9525	4.45	-10.95	0	1.81679	0
4.38584	-10.7647	-2.76073	-1.42829	-0.938889	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.140605
4.3897	-10.6297	-2.7503	-1.48752	-0.951192	4.45507	-10.6618	4.45	-10.65	0	3.00138	0
4.4318	-10.5191	-2.59092	-1.57517	-0.999767	4.44716	-10.5583	4.45	-10.55	0	2.00041	7.45587
4.4374	-10.3977	-2.58014	-1.62468	-0.999745	4.45187	-10.4417	4.45	-10.45	0	2.00038	0
4.44949	-10.2675	-2.58041	-1.67665	-1.0018	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0349233
4.48725	-10.1355	-2.58494	-1.74134	-1.0157	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0
4.49214	-9.98633	-2.64316	-1.77146	-0.982624	4.56608	-10.005	4.55	-10	0	2.72717	1.76099
4.53325	-9.84314	-2.64688	-1.83123	-0.987992	4.55922	-9.84124	4.55	-9.85	0	2.72714	0
4.58619	-9.7048	-2.63541	-1.89735	-1.00216	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.204405
4.66298	-9.55961	-2.65746	-1.97033	-1.01847	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0
4.67335	-9.41584	-2.72811	-1.9673	-0.94802	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.73385
4.75688	-9.27909	-2.75946	-2.03213	-0.963378	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0
4.87496	-9.17384	-2.72131	-2.13976	-1.03864	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.20111
4.96787	-9.05391	-2.74278	-2.20117	-1.04674	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0
4.98423	-8.92587	-2.76166	-2.17104	-0.936519	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.15287
5.08349	-8.79758	-2.79915	-2.22566	-0.942285	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0
5.20748	-8.69039	-2.79546	-2.30666	-0.979198	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.1851
5.32456	-8.57591	-2.81044	-2.36554	-0.983233	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0
5.35664	-8.44959	-2.79387	-2.3301	-0.868001	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.46174
5.47484	-8.33061	-2.83999	-2.37736	-0.869686	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0
5.5819	-8.22641	-2.853	-2.4202	-0.869487	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.384314
5.70439	-8.11817	-2.88811	-2.46418	-0.8686	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0
5.76074	-8.0012	-2.84974	-2.43741	-0.768949	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.76469
5.86789	-7.90647	-2.85161	-2.47285	-0.766249	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0
5.95218	-7.80086	-2.83402	-2.4744	-0.713969	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.32652
6.06266	-7.70345	-2.84415	-2.50461	-0.708785	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0
6.16335	-7.59659	-2.82079	-2.51013	-0.659904	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	2.05746
6.28208	-7.49879	-2.82008	-2.54	-0.654312	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0
6.40427	-7.41453	-2.83703	-2.57783	-0.665878	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.17533
6.53415	-7.32185	-2.86725	-2.60569	-0.660054	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0
6.66886	-7.24216	-2.86501	-2.63916	-0.655974	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0154003
6.79685	-7.16859	-2.85071	-2.67182	-0.653508	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0
6.86542	-7.07559	-2.75063	-2.64015	-0.557038	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	9.09443
6.98254	-7.00218	-2.75295	-2.66258	-0.552155	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0
7.11413	-6.93075	-2.7448	-2.68587	-0.540619	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.202552
7.25553	-6.83712	-2.77642	-2.70215	-0.527414	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0
7.34101	-6.74105	-2.66733	-2.66633	-0.427772	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.6606
7.4753	-6.64858	-2.69372	-2.67663	-0.414945	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0
7.59005	-6.57012	-2.66064	-2.67756	-0.38286	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	1.06742
7.7105	-6.49962	-2.65086	-2.69291	-0.378039	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0
7.85779	-6.44715	-2.68412	-2.7318	-0.405484	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.83477
7.98566	-6.38185	-2.67957	-2.74812	-0.400244	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0
8.05576	-6.29737	-2.56556	-2.70985	-0.315448	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	8.39807
8.16754	-6.22424	-2.57417	-2.71334	-0.304122	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0
8.28722	-6.15329	-2.55455	-2.71325	-0.280346	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.649198
8.42693	-6.06638	-2.59214	-2.71402	-0.265954	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0
8.52794	-5.99674	-2.55472	-2.70269	-0.230711	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.38605
8.64747	-5.91871	-2.57796	-2.7008	-0.217934	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0
8.77661	-5.86507	-2.60456	-2.71903	-0.229167	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.354614
8.90987	-5.77308	-2.65274	-2.71012	-0.209451	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0
9.00739	-5.69302	-2.5888	-2.67942	-0.148443	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.9488
9.13522	-5.59313	-2.63609	-2.66393	-0.126522	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0
