px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
99.9874	16.963	1.04485	-0.405801	0.183466	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0
100.063	16.9783	1.06925	-0.356552	0.197109	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.81086
101.181	16.5372	1.61394	-0.150732	0.201294	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0
101.14	16.5277	1.32447	-0.280515	0.0373505	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.607517
102.368	16.3922	1.69784	0.117315	0.244307	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0
102.27	16.3852	1.25063	0.100552	0.223597	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.81874
103.017	15.3982	0.826773	-1.14288	-0.631232	103.003	15.353	103.119	15.4967	1.11708	-0.508169	0
102.971	15.4615	1.18397	-0.593125	0.0327072	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	3.25615
104.087	15.2474	1.36036	0.106142	0.433241	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0
104.039	15.2405	1.29797	0.065631	0.408536	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.583707
105.523	14.4749	1.72554	-0.889401	-0.395456	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	0
105.474	14.4862	1.80099	-0.735578	-0.212412	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.818588
106.815	14.0267	1.42333	-0.276671	0.214091	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0
106.769	14.007	1.52193	-0.276171	0.263577	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.29087
108.075	13.6608	1.74061	-0.0343313	0.249954	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0
108.08	13.6617	1.68211	-0.0418644	0.235835	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0565622
109.528	13.5731	1.85399	0.0753889	0.164442	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0
109.485	13.5669	1.64675	0.0581785	0.149004	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.415549
111.055	12.607	1.84912	-0.956209	-0.548219	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	0
111.139	12.6584	2.24159	-0.62677	-0.106403	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.37062
112.902	12.4651	1.64724	-0.00832714	0.351523	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	0
112.906	12.4528	1.7965	-0.00298638	0.364295	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.226536
114.783	12.5493	2.27767	0.228729	0.278449	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0
114.794	12.5527	2.05705	0.224968	0.290946	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.259478
116.676	12.1179	2.1316	-0.394906	-0.261437	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0
116.716	12.131	2.38604	-0.315284	-0.155845	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.459533
118.934	11.9941	2.6485	0.0889961	0.201535	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0
118.909	12.0017	2.38858	0.106558	0.215387	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.296171
120.697	12.2932	2.32979	0.271848	0.183879	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0
120.741	12.2975	2.34634	0.269672	0.183795	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.455862
123.529	12.8263	3.30601	0.0112674	-0.0986893	123.568	12.8297	122.95	12.5114	2.29835	0.246599	0
123.44	12.8083	2.71845	-0.0479192	-0.171987	123.142	12.7694	122.95	12.5114	2.29835	0.246599	2.0157
124.911	12.7711	2.22724	-0.117155	-0.108503	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0
125.014	12.7841	2.68627	-0.0843674	-0.0536891	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.38499
127.826	13.3186	3.27046	0.474589	0.334669	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0
127.757	13.3177	3.02635	0.518054	0.410895	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.10181
129.956	13.7155	2.32862	0.246629	-0.0193747	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0
130.035	13.7265	2.5213	0.224886	-0.0440739	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.3608
132.088	14.5033	2.66529	0.36364	0.0719776	132.092	14.507	132.53	14.458	2.55028	0.74543	0
132.157	14.5093	2.81999	0.342111	0.0438191	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.0517
135.044	15.0459	3.48067	-0.0135956	-0.211192	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0
135.038	15.0345	2.99256	-0.0825772	-0.30596	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.662652
137.559	16.1993	2.85951	0.634483	0.345652	137.561	16.2147	137.639	16.1592	2.61821	0.974442	0
137.588	16.192	3.22367	0.531852	0.189603	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.426894
140.321	17.0127	3.1958	0.195219	-0.156154	140.331	17.008	140.242	17.1733	2.63994	1.07503	0
140.324	17.01	3.09948	0.199208	-0.146781	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0837929
142.886	17.9866	3.22405	0.392086	0.0714037	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0
142.838	17.9816	3.13928	0.402392	0.085962	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.513945
145.382	19.1593	3.40279	0.401985	0.0293723	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0
145.457	19.1702	3.29418	0.419219	0.0833328	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.78924
148.235	20.471	3.70719	0.394645	0.0121925	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0
148.213	20.4706	3.28193	0.474714	0.16165	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.54619
150.676	22.1096	3.58263	0.617244	0.147611	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0
150.662	22.1075	3.56248	0.622904	0.154713	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0465007
153.414	23.4931	3.52264	0.397138	-0.0889318	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0
153.393	23.4843	3.25272	0.468909	0.0293976	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.328804
156.036	24.8056	3.51882	0.406259	-0.0304235	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0
156.024	24.8059	3.10151	0.46958	0.0931314	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.468833
158.881	26.0245	3.69329	0.299487	-0.0785006	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0
158.898	26.0256	3.3811	0.320403	-0.0233983	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.546101
161.411	27.4222	3.46876	0.538311	0.130169	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0
161.441	27.4321	3.24024	0.587782	0.221235	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.459221
163.625	28.7728	3.07522	0.549438	0.0552868	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0
163.734	28.7909	3.17636	0.529946	0.0479249	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.99809
166.792	30.1951	4.05403	0.292916	-0.13907	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0
166.735	30.1765	3.36316	0.368993	0.000452819	166.748	29.7121	166.809	30.0721	2.63006	1.22694	1.77734
169.1	31.371	3.31926	0.473155	0.0670087	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0
169.12	31.3761	3.15497	0.495953	0.11162	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.210546
172.148	32.3352	3.72743	0.136794	-0.193649	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0
172.141	32.3226	3.21938	0.0958715	-0.244479	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.777625
174.644	33.4528	3.17092	0.524433	0.186012	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0
174.627	33.453	3.00771	0.553443	0.230495	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.105945
177.024	34.2077	2.87395	0.242847	-0.12055	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0
177.04	34.2061	2.7353	0.233199	-0.12193	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.206282
180.12	35.1355	3.46336	0.305657	0.00178056	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0
180.013	35.1192	2.85068	0.357218	0.0744157	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.79172
182.588	35.7538	3.11463	0.138674	-0.111846	182.599	35.753	182.292	35.8114	2.42515	0.611338	0
182.499	35.734	2.71323	0.132131	-0.12706	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.89384
184.729	36.5082	2.80357	0.424755	0.139113	184.732	36.5155	184.73	36.37	2.36226	0.487877	0
184.73	36.5128	2.5174	0.468207	0.200537	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.169978
186.934	36.9459	2.6253	0.0700829	-0.180529	186.946	36.9404	187.103	36.804	2.29017	0.365145	0
186.999	36.9566	2.62215	0.0392743	-0.206702	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.13215
189.454	37.398	2.89879	0.26004	0.0653646	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0
189.481	37.4078	2.50081	0.30973	0.114823	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.691718
191.727	37.5693	2.63715	-0.051819	-0.187166	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0
191.699	37.5592	2.39972	-0.0841999	-0.235478	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.253847
193.475	37.2766	2.27757	-0.210983	-0.167579	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0
193.495	37.2808	2.30145	-0.204361	-0.162622	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.103076
195.955	37.3927	3.01426	0.256111	0.232025	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0
195.834	37.3981	2.29109	0.309053	0.312866	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	3.29339
197.719	37.7349	2.35132	0.194289	0.046227	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0
197.673	37.7245	2.07816	0.181202	0.0374999	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.5298
199.295	37.2995	1.95671	-0.406599	-0.351685	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0
199.31	37.3042	2.01754	-0.390614	-0.327985	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0504125
201.509	36.9938	2.6886	0.0180971	0.14387	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0
201.369	36.9961	2.06769	-0.100454	-0.0217601	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.74517
202.962	36.461	2.11101	-0.341226	-0.155909	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0
202.918	36.4455	1.80724	-0.434696	-0.301984	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.527665
204	36.1812	1.23495	-0.274953	-0.0251592	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0
204.002	36.1643	1.51237	-0.200105	0.107941	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	0.925113
